"Plot_code","SF","Intersect_begin","Intersect_end","Diam_cm","Class","Position","Multi_intersect"
"NFork_Owl_2_1_short_0","3",12.06,NA,8.5,4,"G","Y"
"NFork_Owl_2_1_short_0","3",13,13.13,10.5,3,"G","N"
"NFork_Owl_2_1_short_0","3",14.19,14.57,20.7,3,"G","N"
"NFork_Owl_2_1_short_0","3",17.43,17.64,15.9,3,"G","N"
"NFork_Owl_2_1_short_0","3",18.74,18.9,12.2,3,"G","N"
"NFork_Owl_2_1_short_0","4",32.48,32.85,20.2,3,"G","N"
"NFork_Owl_2_1_short_0","4",37.58,37.83,14.3,4,"E","Y"
"NFork_Owl_2_1_short_0","4",37.58,NA,12,3,"G","Y"
"NFork_Owl_2_1_short_0","4",40.79,40.89,10,3,"G","N"
"NFork_Owl_2_1_short_0","4",42.08,42.45,22.9,3,"E","N"
"NFork_Owl_2_1_short_0","4",42.96,43.08,11.5,4,"G","N"
"NFork_Owl_2_1_short_0","4",44.11,44.23,9,3,"G","N"
"NFork_Owl_2_1_short_0","4",46.73,46.84,8.3,3,"E","N"
"NFork_Owl_2_1_short_0","4",47.93,48.09,11.2,3,"G","N"
"NFork_Owl_2_1_short_0","5",2.09,2.21,8.5,3,"E","N"
"NFork_Owl_2_1_short_0","5",3.18,3.39,15.2,5,"G","N"
"NFork_Owl_2_1_short_0","5",3.95,4.11,13.5,5,"G","N"
"NFork_Owl_2_1_short_0","5",5.24,5.45,16.9,4,"G","N"
"NFork_Owl_2_1_short_0","5",6.85,7.28,16.1,5,"G","N"
"NFork_Owl_2_1_short_0","5",9.83,9.99,11.6,4,"G","N"
"NFork_Owl_2_1_short_0","5",10.43,10.69,16.1,3,"E","N"
"NFork_Owl_2_1_short_0","5",12.19,13.04,10.1,3,"G","N"
"NFork_Owl_2_1_short_0","5",14.43,14.79,16.6,4,"E","N"
"NFork_Owl_2_1_short_0","5",15.32,15.58,11.4,3,"G","N"
"NFork_Owl_2_1_short_0","5",16.12,16.25,12.8,4,"G","N"
"Pelican_LeHardy_1_5_long_1","1",1.69,1.91,12.5,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",2.9,3.3,15,3,"G","N"
"Pelican_LeHardy_1_5_long_1","1",4.31,4.6,14,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",5.47,5.58,7.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",10.13,10.3,10.5,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",10.62,10.82,8.3,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",11.42,11.58,12.1,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",11.8,12.16,18.8,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",12.49,12.61,8.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","1",13.59,13.75,8.7,3,"G","N"
"Pelican_LeHardy_1_5_long_1","2",33.1,33.91,20.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","2",36.8,36.92,8.2,3,"E","N"
"Pelican_LeHardy_1_5_long_1","2",37.86,38.03,16,3,"E","N"
"Pelican_LeHardy_1_5_long_1","2",44.55,44.69,9,3,"E","N"
"Pelican_LeHardy_1_5_long_1","2",44.82,44.98,12.9,3,"E","N"
"Pelican_LeHardy_1_5_long_1","2",45.79,46.5,12.2,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","2",45.79,NA,12.3,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","2",47.43,47.68,17.8,3,"G","N"
"Pelican_LeHardy_1_5_long_1","2",48.76,49.12,23,3,"G","N"
"Pelican_LeHardy_1_5_long_1","3",3.19,3.41,8.9,3,"E","N"
"Pelican_LeHardy_1_5_long_1","3",4.32,4.65,22.5,3,"E","N"
"Pelican_LeHardy_1_5_long_1","3",6.76,6.89,13,3,"E","N"
"Pelican_LeHardy_1_5_long_1","3",7.55,7.81,14,3,"E","N"
"Pelican_LeHardy_1_5_long_1","3",9.79,9.92,10.2,3,"G","N"
"Pelican_LeHardy_1_5_long_1","3",16.45,17.02,16.5,3,"G","N"
"Pelican_LeHardy_1_5_long_1","3",18.99,19.18,14.2,3,"E","N"
"Pelican_LeHardy_1_5_long_1","4",30.15,30.38,8.8,3,"E","N"
"Pelican_LeHardy_1_5_long_1","4",36.65,36.88,20.6,3,"E","N"
"Pelican_LeHardy_1_5_long_1","4",39.7,39.96,7.8,3,"G","N"
"Pelican_LeHardy_1_5_long_1","4",45.18,45.52,11.8,3,"E","N"
"Pelican_LeHardy_1_5_long_1","4",48.11,48.68,20.4,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","4",48.11,NA,15.3,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","5",0.45,0.56,9.2,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",0.74,0.88,10.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",1.23,1.36,12.5,3,"G","N"
"Pelican_LeHardy_1_5_long_1","5",2.61,2.74,11.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",3.55,3.66,10.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",3.91,4.01,9.2,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",4.26,4.45,15.4,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",5.38,5.49,10.1,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",5.5,5.63,12.4,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",5.81,5.95,12.8,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",8.16,8.39,8,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","5",8.16,NA,14.6,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","5",11.89,12.08,14.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",12.22,12.59,15.7,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","5",12.22,NA,23.2,3,"E","Y"
"Pelican_LeHardy_1_5_long_1","5",13.31,13.41,7.9,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",13.94,14.15,18.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",14.34,14.49,12.7,3,"E","N"
"Pelican_LeHardy_1_5_long_1","5",18.73,19,25.5,3,"E","N"
"Pelican_LeHardy_1_5_short_0","1",35.88,36.05,11.4,3,"G","N"
"Pelican_LeHardy_1_5_short_0","1",37.79,37.94,11.3,3,"G","N"
"Pelican_LeHardy_1_5_short_0","1",40.26,41,22.4,4,"G","N"
"Pelican_LeHardy_1_5_short_0","1",44.26,44.69,15.3,5,"G","N"
"Pelican_LeHardy_1_5_short_0","1",48.53,49.12,9.2,3,"G","N"
"Pelican_LeHardy_1_5_short_0","1",49.89,50,8.4,3,"G","N"
"Pelican_LeHardy_1_5_short_0","2",17.9,19.89,14.1,3,"G","N"
"Pelican_LeHardy_1_5_short_0","3",0.32,0.45,9,3,"G","N"
"Pelican_LeHardy_1_5_short_0","3",5.26,5.5,13,3,"G","N"
"Pelican_LeHardy_1_5_short_0","3",10.15,10.41,9.9,4,"G","N"
"Pelican_LeHardy_1_5_short_0","3",19.52,19.8,8,3,"G","Y"
"Pelican_LeHardy_1_5_short_0","3",19.52,NA,14.6,3,"G","Y"
"Pelican_LeHardy_1_5_short_0","4",33.63,33.76,13.5,3,"G","N"
"Pelican_LeHardy_1_5_short_0","4",39.17,39.29,12.7,3,"G","N"
"Pelican_LeHardy_1_5_short_0","4",39.92,40.24,16.5,3,"G","N"
"Pelican_LeHardy_1_5_short_0","4",48.04,48.21,8,3,"G","N"
"Pelican_LeHardy_1_5_short_0","5",1.56,1.99,39.4,3,"G","N"
"Pelican_LeHardy_1_5_short_0","5",2.61,2.98,20.7,3,"E","N"
"Pelican_LeHardy_1_5_short_0","5",6.5,6.66,14.1,3,"E","N"
"Pelican_LeHardy_1_5_short_0","5",7.87,8.19,20.2,3,"E","N"
"Pelican_LeHardy_1_5_short_0","5",15.89,16.04,10.6,3,"G","N"
"Pelican_LeHardy_1_5_short_0","5",18.11,18.43,16,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","1",3.35,3.49,11.8,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","1",5,5.16,9.4,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","1",7.37,7.74,17.8,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","1",14.66,14.93,21.7,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","1",15.67,15.81,12.1,4,"G","N"
"Rathbone_BaconRind_1_5_long_1","2",30,30.4,22.5,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","2",33.62,33.77,12.2,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","2",35.43,35.95,30.2,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","2",41.26,41.42,12.7,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","2",47.65,47.75,9.3,4,"G","N"
"Rathbone_BaconRind_1_5_long_1","3",6.36,7.11,27,4,"G","N"
"Rathbone_BaconRind_1_5_long_1","3",9.35,9.48,8.7,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","3",9.67,9.86,11.2,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","3",14.23,14.44,17.3,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","3",17.4,17.53,10.2,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","3",19.4,19.75,10.9,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","4",38.21,38.63,23.6,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","5",0.09,0.33,20.6,3,"G","N"
"Rathbone_BaconRind_1_5_long_1","5",13.31,13.49,17.2,3,"E","N"
"Rathbone_BaconRind_1_5_long_1","5",19.7,19.94,20.7,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","1",2.43,2.55,10.5,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","1",7.19,7.49,15.8,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","1",8.89,9.07,7.7,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","1",10.69,11.06,12.1,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","1",17.25,17.61,25,4,"G","N"
"Rathbone_BaconRind_1_5_short_0","2",30.4,30.59,9.7,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","2",30.89,31.01,9.4,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","2",31.52,31.7,19.9,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","2",31.93,32.05,9.2,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","2",36.99,37.23,13.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","2",39.5,39.61,11.5,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","2",42.25,42.44,18.5,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","2",45.95,46.11,15.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","2",49.18,49.48,12,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","3",7.48,7.69,21.8,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","3",12.46,12.62,15.4,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","3",12.65,12.77,10.3,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","3",14.66,14.81,16.2,5,"G","N"
"Rathbone_BaconRind_1_5_short_0","3",15.16,15.25,7.3,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","3",15.57,15.71,11.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","3",16.14,16.32,15.4,5,"G","N"
"Rathbone_BaconRind_1_5_short_0","3",18.8,19.09,21.9,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",32.45,32.69,12.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",35.72,35.92,9.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",39.14,39.36,14.3,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","4",39.79,39.97,14.9,5,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",42.47,43.3,25.6,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",46.15,46.39,21.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",48.59,48.95,26.1,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","4",49.83,49.99,13.2,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","5",0.54,0.86,13,3,"E","Y"
"Rathbone_BaconRind_1_5_short_0","5",0.54,NA,18.1,3,"G","Y"
"Rathbone_BaconRind_1_5_short_0","5",4.41,4.56,15.1,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","5",4.93,5.06,11.6,3,"G","N"
"Rathbone_BaconRind_1_5_short_0","5",12.47,14.42,12,3,"E","N"
"Rathbone_BaconRind_1_5_short_0","5",17.87,18.64,12.6,4,"E","Y"
"Rathbone_BaconRind_1_5_short_0","5",17.87,NA,19.1,5,"G","Y"
"Waterfalls_Moran_1_1_long_3","1",1.99,2.3,22.3,4,"G","N"
"Waterfalls_Moran_1_1_long_3","1",3.29,3.86,46.5,5,"G","N"
"Waterfalls_Moran_1_1_long_3","1",9.54,10.03,39.3,5,"G","N"
"Waterfalls_Moran_1_1_long_3","1",12.5,12.67,14.6,5,"G","N"
"Waterfalls_Moran_1_1_long_3","1",14.22,14.36,9.9,4,"G","N"
"Waterfalls_Moran_1_1_long_3","1",15.4,15.8,8,4,"G","N"
"Waterfalls_Moran_1_1_long_3","1",16.95,17.35,35.5,4,"G","N"
"Waterfalls_Moran_1_1_long_3","1",18.4,18.65,15.4,3,"G","N"
"Waterfalls_Moran_1_1_long_3","2",30.62,32.41,66,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",36.02,36.5,40.7,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",41.59,41.72,10.1,4,"G","N"
"Waterfalls_Moran_1_1_long_3","2",42.03,42.28,23.7,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",43.62,43.72,8.2,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",44,44.11,7.8,5,"E","N"
"Waterfalls_Moran_1_1_long_3","2",44.3,44.46,13.1,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",44.95,45.32,37,3,"G","N"
"Waterfalls_Moran_1_1_long_3","2",45.87,46.52,65,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",46.8,47.08,23.3,5,"G","N"
"Waterfalls_Moran_1_1_long_3","2",48.91,49.22,25,4,"G","N"
"Waterfalls_Moran_1_1_long_3","2",49.48,49.72,22.3,3,"G","N"
"Waterfalls_Moran_1_1_long_3","3",9.2,10.28,50.6,4,"E","N"
"Waterfalls_Moran_1_1_long_3","3",13.06,13.45,35.5,4,"G","N"
"Waterfalls_Moran_1_1_long_3","3",18.75,20.45,27,4,"E","N"
"Waterfalls_Moran_1_1_long_3","4",34.37,34.53,15.6,3,"E","N"
"Waterfalls_Moran_1_1_long_3","4",38.45,38.86,20.1,4,"G","Y"
"Waterfalls_Moran_1_1_long_3","4",38.45,NA,10.5,4,"E","Y"
"Waterfalls_Moran_1_1_long_3","4",39.64,39.91,11.2,3,"E","Y"
"Waterfalls_Moran_1_1_long_3","4",39.64,NA,9.4,4,"E","Y"
"Waterfalls_Moran_1_1_long_3","4",40.9,41.11,20.3,5,"G","N"
"Waterfalls_Moran_1_1_long_3","4",42.26,42.6,14.6,4,"E","N"
"Waterfalls_Moran_1_1_long_3","4",43.46,43.63,16.1,5,"G","N"
"Waterfalls_Moran_1_1_long_3","4",47.9,48.06,10.4,4,"E","N"
"Waterfalls_Moran_1_1_long_3","5",0.41,1.1,7.6,3,"G","N"
"Waterfalls_Moran_1_1_long_3","5",2.29,3.54,24,4,"G","N"
"Waterfalls_Moran_1_1_long_3","5",6.73,7.64,41.1,3,"G","N"
"Waterfalls_Moran_1_1_long_3","5",9.59,9.79,18,3,"G","N"
"Waterfalls_Moran_1_1_long_3","5",15.15,15.61,39.2,3,"G","N"
"Waterfalls_Moran_1_1_long_3","5",16.35,16.62,12.9,3,"E","N"
"Waterfalls_Moran_1_1_long_3","5",16.65,16.89,18,3,"G","N"
"Waterfalls_Moran_1_1_long_3","5",17.4,17.61,15.3,4,"E","N"
"Waterfalls_Moran_1_1_long_3","5",18.96,19.11,15.7,4,"G","N"
"Waterfalls_Moran_1_1_long_3","5",19.51,19.69,17.5,4,"G","N"
"Waterfalls_Moran_1_1_short_0","1",0.86,1.35,18.7,5,"G","N"
"Waterfalls_Moran_1_1_short_0","1",16.74,16.91,11.1,4,"G","N"
"Waterfalls_Moran_1_1_short_0","2",34.37,34.72,18.1,5,"G","N"
"Waterfalls_Moran_1_1_short_0","2",35.6,35.83,22.3,5,"G","N"
"Waterfalls_Moran_1_1_short_0","2",36.82,36.93,8,5,"G","N"
"Waterfalls_Moran_1_1_short_0","2",40.8,41.1,30.5,5,"G","N"
"Waterfalls_Moran_1_1_short_0","2",42.1,42.52,12,5,"G","Y"
"Waterfalls_Moran_1_1_short_0","2",42.1,NA,11.5,4,"E","Y"
"Waterfalls_Moran_1_1_short_0","2",44.19,44.48,9,4,"G","N"
"Waterfalls_Moran_1_1_short_0","2",46.78,46.99,13.1,5,"G","N"
"Waterfalls_Moran_1_1_short_0","3",0.18,0.33,11.5,4,"G","N"
"Waterfalls_Moran_1_1_short_0","3",10.17,10.41,29.7,5,"G","N"
"Waterfalls_Moran_1_1_short_0","3",19.18,19.29,13,5,"G","N"
"Waterfalls_Moran_1_1_short_0","3",19.63,19.85,23.8,5,"G","N"
"Waterfalls_Moran_1_1_short_0","4",43.75,43.96,14,4,"G","N"
"Waterfalls_Moran_1_1_short_0","4",45.55,45.8,24.6,5,"G","N"
"Waterfalls_Moran_1_1_short_0","4",49.55,49.9,29.7,5,"G","N"
"Waterfalls_Moran_1_1_short_0","5",13.94,14.4,23.4,5,"G","N"
"Waterfalls_Moran_1_1_short_0","5",15.11,15.4,18.4,5,"G","N"
"Waterfalls_Moran_1_1_short_0","5",15.4,15.75,16.7,5,"G","N"
"Waterfalls_Moran_1_1_short_0","5",19.22,19.41,16,4,"G","N"
